target,OverallQual,GrLivArea,Neighborhood,x1stFlrSF,TotalBsmtSF,BsmtFinSF1,LotArea,GarageCars,MSSubClass,GarageArea,YearRemodAdd,YearBuilt
11.845819880243557,6.0,1489.0,SWISU,944.0,778.0,0.0,9900.0,1.0,_50,240.0,1950.0,1940.0
12.513189630620564,7.0,2196.0,SawyerW,2196.0,2158.0,485.0,14684.0,3.0,_20,701.0,1991.0,1990.0
12.577636201962656,8.0,1660.0,Somerst,1660.0,1660.0,1220.0,10182.0,2.0,_20,500.0,2006.0,2006.0
12.301382825334498,8.0,1915.0,SawyerW,927.0,908.0,789.0,10041.0,2.0,_60,506.0,1992.0,1992.0
12.2783933071098,6.0,1656.0,NAmes,1656.0,1080.0,639.0,31770.0,2.0,_20,528.0,1960.0,1960.0
12.165250651009918,7.0,2022.0,ClearCr,1156.0,1160.0,392.0,10005.0,2.0,_60,505.0,1977.0,1977.0
12.498742259492994,8.0,2217.0,NAmes,2217.0,2217.0,351.0,15865.0,2.0,_20,621.0,1970.0,1970.0
12.373703486914124,8.0,1788.0,CollgCr,1788.0,1753.0,0.0,11838.0,2.0,_20,522.0,2001.0,2001.0
11.964001084330445,7.0,1601.0,NWAmes,1601.0,1271.0,704.0,11880.0,2.0,_20,478.0,1978.0,1978.0
12.138863895836725,6.0,1710.0,SawyerW,832.0,832.0,426.0,9291.0,2.0,_60,506.0,1993.0,1993.0
12.352335152508426,6.0,1764.0,CollgCr,928.0,928.0,821.0,15426.0,2.0,_60,470.0,1997.0,1997.0
12.345834587905332,7.0,1654.0,CollgCr,1654.0,1654.0,986.0,8125.0,3.0,_20,900.0,2002.0,2002.0
12.0015054797889,6.0,1362.0,NAmes,1362.0,1362.0,288.0,10197.0,2.0,_20,504.0,1961.0,1961.0
11.790557201568507,5.0,1432.0,OldTown,768.0,264.0,0.0,9600.0,2.0,_70,360.0,2002.0,1910.0
12.858319703517948,7.0,2696.0,CollgCr,1282.0,1264.0,984.0,9965.0,3.0,_60,792.0,2007.0,2007.0
12.211060187041213,7.0,1560.0,Mitchel,1560.0,1560.0,0.0,9196.0,2.0,_20,573.0,2003.0,2003.0
12.337100907936575,7.0,2097.0,SawyerW,1080.0,1080.0,50.0,11228.0,3.0,_60,678.0,1993.0,1993.0
12.106252310247962,6.0,1690.0,Gilbert,948.0,924.0,0.0,8063.0,2.0,_60,463.0,2000.0,2000.0
11.80894766169701,5.0,1236.0,NAmes,1236.0,1070.0,360.0,10011.0,1.0,_20,447.0,1996.0,1957.0
11.283512300642425,5.0,935.0,BrkSide,779.0,742.0,0.0,9100.0,1.0,_40,308.0,1960.0,1930.0
11.884489021402713,6.0,1958.0,Crawfor,979.0,979.0,484.0,7136.0,2.0,_90,492.0,1950.0,1946.0
12.765688433465597,9.0,2224.0,NridgHt,1462.0,1462.0,1170.0,8834.0,3.0,_60,738.0,2005.0,2004.0
12.827729194939907,8.0,1710.0,NridgHt,1710.0,1710.0,1400.0,13891.0,3.0,_20,866.0,2008.0,2007.0
12.190959007720126,7.0,1725.0,NWAmes,1040.0,539.0,315.0,11584.0,2.0,_60,550.0,1979.0,1979.0
11.94405831982697,5.0,1416.0,OldTown,876.0,876.0,0.0,12665.0,3.0,_50,720.0,1950.0,1915.0
12.04060820580264,5.0,1812.0,NAmes,876.0,864.0,540.0,7590.0,1.0,_60,264.0,1962.0,1962.0
11.84939770159144,7.0,1164.0,NWAmes,1164.0,1164.0,0.0,9600.0,2.0,_20,528.0,1969.0,1969.0
12.279323107269766,7.0,1547.0,Somerst,764.0,756.0,24.0,8640.0,2.0,_60,614.0,2009.0,2009.0
11.686878772093667,4.0,948.0,Edwards,948.0,948.0,732.0,8190.0,1.0,_20,280.0,1954.0,1954.0
12.173032791451972,6.0,2142.0,NAmes,1182.0,896.0,448.0,13000.0,1.0,_60,509.0,1968.0,1968.0
12.144197241812089,5.0,1728.0,Mitchel,1728.0,1728.0,1606.0,9297.0,2.0,_90,560.0,1976.0,1976.0
11.289781913656018,5.0,1006.0,Sawyer,1006.0,1006.0,288.0,9000.0,0.0,_20,0.0,1959.0,1959.0
12.345834587905332,6.0,1811.0,Crawfor,1811.0,1073.0,296.0,14115.0,2.0,_20,470.0,2004.0,1956.0
12.367340793126296,7.0,2263.0,NWAmes,1468.0,795.0,795.0,16659.0,2.0,_60,539.0,1994.0,1977.0
11.792449349720544,4.0,1040.0,Mitchel,1040.0,1064.0,633.0,25286.0,2.0,_20,648.0,1963.0,1963.0
11.588960151246226,4.0,901.0,OldTown,901.0,901.0,0.0,6000.0,1.0,_20,281.0,2000.0,1954.0
12.832011076396668,9.0,1792.0,NridgHt,1792.0,1792.0,1567.0,11846.0,3.0,_20,874.0,2004.0,2003.0
11.808813773969108,4.0,1588.0,ClearCr,1120.0,0.0,0.0,17120.0,2.0,_50,680.0,1959.0,1959.0
11.86005499606543,5.0,1539.0,BrkSide,1067.0,927.0,0.0,6120.0,2.0,_50,576.0,1950.0,1936.0
12.485827127509433,8.0,1567.0,Blmngtn,1567.0,1520.0,1154.0,3982.0,3.0,_120,648.0,2006.0,2006.0
12.468436909997664,8.0,2417.0,NoRidge,1301.0,1288.0,0.0,16059.0,2.0,_60,462.0,1992.0,1991.0
12.388394202324127,6.0,2614.0,NWAmes,1548.0,1522.0,956.0,10800.0,2.0,_60,624.0,1997.0,1974.0
12.431533509799545,7.0,1372.0,Somerst,1372.0,1372.0,0.0,8640.0,2.0,_20,529.0,2008.0,2007.0
12.371587084007746,7.0,2256.0,Gilbert,980.0,952.0,300.0,8795.0,2.0,_60,554.0,2000.0,2000.0
11.350406535472452,5.0,1112.0,MeadowV,536.0,536.0,129.0,2592.0,1.0,_160,336.0,1976.0,1976.0
12.400816722322686,6.0,2158.0,Edwards,2158.0,1202.0,477.0,12615.0,2.0,_20,576.0,2001.0,1950.0
12.4529327234617,4.0,1663.0,ClearCr,1663.0,1364.0,1116.0,53227.0,2.0,_20,529.0,1994.0,1954.0
12.618182296357007,8.0,2810.0,NoRidge,1453.0,1453.0,482.0,9572.0,2.0,_60,750.0,1990.0,1990.0
12.025749091398891,7.0,1277.0,NAmes,1277.0,1277.0,778.0,10628.0,2.0,_20,526.0,1970.0,1970.0
12.031123843065632,6.0,1334.0,NWAmes,1334.0,1350.0,686.0,9650.0,2.0,_20,630.0,1977.0,1977.0
12.929991484756872,9.0,2668.0,NridgHt,1572.0,1572.0,1016.0,13688.0,3.0,_60,726.0,2004.0,2003.0
12.610870864650634,8.0,2715.0,NWAmes,1175.0,1142.0,575.0,8963.0,2.0,_60,831.0,1996.0,1976.0
12.297785453453374,7.0,1863.0,Gilbert,879.0,879.0,0.0,14054.0,3.0,_60,660.0,2006.0,2006.0
11.512925464970229,4.0,1123.0,IDOTRR,772.0,732.0,0.0,6060.0,1.0,_50,264.0,1950.0,1939.0
12.524526376648708,8.0,1904.0,NridgHt,1058.0,1058.0,546.0,10927.0,2.0,_60,736.0,2005.0,2005.0
11.59910316121128,5.0,1034.0,OldTown,735.0,735.0,0.0,10134.0,1.0,_50,240.0,1950.0,1940.0
12.371587084007746,7.0,1949.0,SawyerW,1062.0,1050.0,750.0,9938.0,2.0,_60,574.0,1994.0,1993.0
12.407379502235209,8.0,1468.0,Somerst,1468.0,1468.0,0.0,9612.0,3.0,_20,898.0,2009.0,2008.0
11.877568578558138,6.0,848.0,CollgCr,848.0,848.0,685.0,4435.0,2.0,_120,420.0,2004.0,2003.0
11.736069016284436,6.0,1125.0,Edwards,1125.0,1041.0,631.0,7200.0,1.0,_80,352.0,1976.0,1976.0
11.824079893607152,6.0,1694.0,SWISU,1390.0,1181.0,423.0,8400.0,2.0,_50,576.0,1950.0,1925.0
12.211060187041213,8.0,1466.0,Timber,1466.0,1466.0,16.0,8925.0,3.0,_20,610.0,2007.0,2007.0
12.273731294003989,6.0,1933.0,Somerst,894.0,894.0,0.0,14598.0,3.0,_60,668.0,2007.0,2007.0
11.736069016284436,5.0,912.0,Sawyer,912.0,912.0,842.0,8521.0,1.0,_20,336.0,1967.0,1967.0
12.531772785169476,6.0,2144.0,ClearCr,1444.0,1444.0,697.0,159000.0,2.0,_50,389.0,2006.0,1958.0
12.429216196844385,7.0,2784.0,NWAmes,1392.0,1392.0,790.0,16692.0,2.0,_60,564.0,1978.0,1978.0
12.160028707028768,7.0,1504.0,Blmngtn,1504.0,1346.0,16.0,3182.0,2.0,_120,437.0,2006.0,2005.0
12.468436909997664,7.0,1734.0,CollgCr,1734.0,1734.0,1300.0,11645.0,2.0,_20,660.0,2005.0,2005.0
12.00701176473192,7.0,1482.0,Gilbert,812.0,384.0,0.0,9125.0,2.0,_80,392.0,1992.0,1992.0
12.644327576461327,8.0,2520.0,NoRidge,1352.0,1338.0,1012.0,14541.0,3.0,_60,796.0,1993.0,1993.0
12.560244459250788,9.0,1668.0,CollgCr,1668.0,1626.0,1059.0,11248.0,3.0,_20,702.0,2002.0,2002.0
11.759785542901756,6.0,1362.0,BrkSide,751.0,611.0,0.0,6155.0,2.0,_70,502.0,1999.0,1920.0
11.289781913656018,4.0,924.0,Edwards,672.0,672.0,348.0,12180.0,1.0,_190,280.0,1950.0,1941.0
11.626254150277232,5.0,833.0,Mitchel,833.0,833.0,625.0,8780.0,0.0,_20,0.0,1985.0,1985.0
11.56171562913966,5.0,1376.0,NAmes,968.0,768.0,368.0,9492.0,1.0,_50,240.0,1950.0,1941.0
12.095141084822892,6.0,1800.0,Gilbert,1007.0,982.0,0.0,8123.0,2.0,_60,463.0,2000.0,2000.0
12.377922902456833,6.0,2117.0,NAmes,2117.0,1205.0,865.0,12925.0,2.0,_20,550.0,1970.0,1970.0
11.751942365440728,5.0,1507.0,NAmes,1507.0,1075.0,666.0,7910.0,1.0,_80,404.0,1960.0,1960.0
11.915051671812876,6.0,1505.0,NAmes,1505.0,1505.0,1024.0,12160.0,2.0,_20,505.0,1953.0,1953.0
12.180754837545884,7.0,1660.0,CollgCr,831.0,831.0,0.0,8935.0,2.0,_60,493.0,2002.0,2002.0
12.14950229404178,7.0,1804.0,Gilbert,1028.0,994.0,0.0,7500.0,2.0,_60,442.0,1999.0,1999.0
12.490875577231112,8.0,1484.0,Timber,1484.0,1476.0,428.0,9037.0,2.0,_20,472.0,2006.0,2006.0
11.982929094215963,7.0,1252.0,Somerst,624.0,600.0,510.0,2160.0,2.0,_160,462.0,2000.0,1999.0
11.487607656985938,6.0,1458.0,NAmes,912.0,912.0,0.0,17503.0,1.0,_50,330.0,1950.0,1948.0
11.711776323715394,5.0,900.0,Sawyer,900.0,882.0,450.0,9819.0,1.0,_20,280.0,1967.0,1967.0
11.842229212112828,5.0,1056.0,NAmes,1056.0,1056.0,846.0,8176.0,1.0,_20,308.0,1992.0,1958.0
11.904967552746252,5.0,914.0,CollgCr,914.0,870.0,298.0,8846.0,2.0,_85,576.0,1996.0,1996.0
11.571194373094205,5.0,2138.0,OldTown,1075.0,849.0,0.0,8100.0,2.0,_75,360.0,1965.0,1898.0
12.254862809699606,7.0,1908.0,CollgCr,933.0,915.0,642.0,8750.0,2.0,_60,493.0,1995.0,1994.0
11.957611286231677,6.0,1026.0,NAmes,1026.0,1026.0,439.0,7930.0,2.0,_20,440.0,2005.0,1969.0
12.310432660854415,7.0,1478.0,Somerst,1478.0,1470.0,578.0,4403.0,2.0,_20,484.0,2009.0,2009.0
11.589886506106357,5.0,672.0,Sawyer,672.0,672.0,0.0,10200.0,1.0,_30,240.0,1997.0,1940.0
12.28690119819279,7.0,1836.0,CollgCr,1836.0,1860.0,24.0,9100.0,2.0,_20,484.0,2005.0,2004.0
10.915088464214609,4.0,1092.0,IDOTRR,372.0,0.0,0.0,5600.0,0.0,_190,0.0,1950.0,1930.0
11.652687407345388,5.0,1344.0,BrkSide,896.0,896.0,0.0,6240.0,1.0,_50,240.0,1950.0,1936.0
11.896826395162552,6.0,1062.0,Mitchel,1062.0,1029.0,539.0,11333.0,2.0,_80,539.0,1976.0,1976.0
12.535376392672774,8.0,1659.0,StoneBr,1659.0,1501.0,1158.0,5664.0,2.0,_120,499.0,2000.0,2000.0
11.018629143155447,1.0,904.0,Edwards,904.0,683.0,350.0,10020.0,0.0,_30,0.0,1950.0,1922.0
11.856515169360303,4.0,864.0,Gilbert,864.0,864.0,120.0,19138.0,2.0,_20,400.0,1951.0,1951.0
11.931635799828411,5.0,1558.0,IDOTRR,910.0,910.0,420.0,13710.0,1.0,_50,282.0,1950.0,1950.0
11.76756768334381,4.0,1120.0,Sawyer,1120.0,1040.0,932.0,6970.0,2.0,_20,544.0,1961.0,1961.0
11.877568578558138,5.0,912.0,Sawyer,912.0,912.0,737.0,12968.0,1.0,_20,352.0,1962.0,1962.0
12.058152515453552,6.0,1471.0,Somerst,742.0,729.0,381.0,3230.0,2.0,_160,440.0,1999.0,1999.0
12.106252310247962,6.0,1604.0,Gilbert,926.0,926.0,0.0,10839.0,2.0,_60,470.0,1998.0,1997.0
11.31447452624639,4.0,1152.0,Edwards,1152.0,0.0,0.0,6040.0,0.0,_90,0.0,1955.0,1955.0
11.112447898373103,3.0,864.0,Edwards,864.0,864.0,41.0,8248.0,0.0,_30,0.0,1950.0,1914.0
11.782952602183288,6.0,1218.0,BrkSide,869.0,735.0,375.0,6000.0,2.0,_50,440.0,1950.0,1941.0
12.375815420117268,8.0,2031.0,CollgCr,1128.0,1128.0,804.0,9473.0,2.0,_60,577.0,2002.0,2002.0
12.017330520933296,6.0,1501.0,Gilbert,697.0,697.0,518.0,7685.0,2.0,_60,420.0,1994.0,1993.0
12.388394202324127,8.0,2090.0,CollgCr,1220.0,1220.0,1079.0,10000.0,2.0,_60,556.0,1996.0,1995.0
11.979799201207037,7.0,2554.0,OldTown,1576.0,718.0,0.0,10800.0,2.0,_70,704.0,1998.0,1890.0
11.575900264131617,5.0,882.0,NAmes,882.0,0.0,0.0,8339.0,1.0,_20,294.0,1959.0,1959.0
11.970350312009105,6.0,1445.0,NAmes,1445.0,1127.0,564.0,12095.0,2.0,_80,645.0,1964.0,1964.0
12.367340793126296,8.0,1625.0,Crawfor,1625.0,1573.0,1573.0,4750.0,2.0,_120,538.0,2007.0,2006.0
12.367340793126296,7.0,1525.0,CollgCr,1525.0,1525.0,1400.0,9100.0,2.0,_20,541.0,2000.0,2000.0
12.219309648562168,7.0,1368.0,NridgHt,1368.0,1368.0,0.0,6792.0,2.0,_120,474.0,2006.0,2005.0
11.37366339763672,5.0,803.0,IDOTRR,803.0,720.0,116.0,5000.0,2.0,_45,360.0,1950.0,1941.0
12.100712129872347,7.0,1668.0,CollgCr,840.0,840.0,0.0,11317.0,2.0,_60,500.0,2003.0,2003.0
12.542544882151386,7.0,1533.0,ClearCr,1533.0,1533.0,655.0,70761.0,2.0,_20,576.0,1975.0,1975.0
11.112447898373103,5.0,1077.0,IDOTRR,1077.0,961.0,0.0,8967.0,1.0,_30,338.0,1950.0,1920.0
11.37366339763672,5.0,840.0,OldTown,840.0,672.0,116.0,4388.0,0.0,_45,0.0,1950.0,1930.0
11.575900264131617,4.0,951.0,IDOTRR,951.0,951.0,285.0,8765.0,1.0,_30,327.0,1950.0,1936.0
11.918390573078392,5.0,1053.0,NAmes,1053.0,1008.0,567.0,8973.0,2.0,_20,750.0,1991.0,1958.0
12.273731294003989,7.0,1535.0,NridgHt,1535.0,1517.0,2.0,10171.0,2.0,_20,532.0,2004.0,2004.0
11.77528972943772,5.0,1964.0,SWISU,1024.0,940.0,0.0,8525.0,0.0,_70,0.0,1950.0,1911.0
12.061046873479915,6.0,1640.0,SawyerW,798.0,798.0,0.0,8366.0,2.0,_60,520.0,2004.0,2004.0
11.759785542901756,5.0,1063.0,NAmes,1063.0,1056.0,354.0,9920.0,1.0,_20,280.0,1954.0,1954.0
12.01974306733868,6.0,1392.0,NAmes,1392.0,1392.0,1040.0,11900.0,2.0,_20,458.0,1957.0,1957.0
12.013700752882718,5.0,1383.0,Sawyer,1383.0,1383.0,1064.0,13284.0,1.0,_20,354.0,1954.0,1954.0
11.736069016284436,6.0,1200.0,OldTown,1200.0,1200.0,0.0,11340.0,1.0,_30,312.0,1950.0,1923.0
11.951180395901384,7.0,1826.0,OldTown,916.0,910.0,299.0,2500.0,1.0,_70,164.0,2005.0,1915.0
12.520883385370206,8.0,1518.0,NridgHt,1518.0,1518.0,1218.0,12677.0,2.0,_120,588.0,2004.0,2003.0
12.206572520571823,7.0,1802.0,Crawfor,901.0,793.0,352.0,7588.0,1.0,_70,216.0,1950.0,1920.0
12.421184025147118,7.0,1850.0,NoRidge,979.0,973.0,595.0,29959.0,2.0,_60,467.0,1994.0,1994.0
11.27720313144916,6.0,1096.0,Edwards,572.0,572.0,0.0,9600.0,0.0,_50,0.0,1950.0,1924.0
11.884489021402713,5.0,1097.0,CollgCr,1097.0,1097.0,0.0,10859.0,2.0,_20,672.0,1995.0,1994.0
11.31447452624639,4.0,841.0,SawyerW,841.0,721.0,0.0,8400.0,1.0,_20,294.0,1950.0,1950.0
11.608235644774552,4.0,894.0,Edwards,894.0,894.0,552.0,9450.0,2.0,_20,400.0,1954.0,1954.0
11.686576205316552,5.0,1535.0,SawyerW,1535.0,0.0,0.0,7018.0,2.0,_90,410.0,1979.0,1979.0
11.711776323715394,8.0,2358.0,OldTown,938.0,684.0,259.0,5250.0,0.0,_70,0.0,1987.0,1872.0
12.301382825334498,7.0,1604.0,CollgCr,1604.0,1604.0,1334.0,8814.0,2.0,_20,660.0,2006.0,2006.0
12.283033686666302,7.0,1674.0,Somerst,814.0,814.0,533.0,7500.0,2.0,_60,663.0,2000.0,2000.0
11.813030057420567,5.0,980.0,Sawyer,980.0,980.0,560.0,7064.0,2.0,_20,484.0,1977.0,1977.0
12.524417279788771,6.0,2201.0,Edwards,1575.0,697.0,0.0,19690.0,2.0,_80,432.0,1966.0,1966.0
12.09815330331068,7.0,1456.0,Gilbert,728.0,728.0,0.0,9018.0,2.0,_60,400.0,2007.0,2007.0
12.7444443677961,9.0,2596.0,NridgHt,1249.0,1249.0,0.0,16259.0,3.0,_60,840.0,2006.0,2006.0
12.72486643894534,8.0,2612.0,NoRidge,1276.0,1225.0,854.0,12203.0,3.0,_60,676.0,1999.0,1998.0
11.982272628789678,7.0,1266.0,Blmngtn,1266.0,1266.0,0.0,3182.0,2.0,_20,388.0,2007.0,2007.0
12.273731294003989,7.0,1536.0,CollgCr,1536.0,1536.0,810.0,9135.0,2.0,_20,532.0,2003.0,2002.0
12.128111104060462,7.0,1337.0,CollgCr,1337.0,1337.0,699.0,8450.0,2.0,_20,531.0,2003.0,2003.0
11.635143097694478,5.0,988.0,Mitchel,988.0,988.0,0.0,21750.0,2.0,_20,520.0,1954.0,1954.0
11.84939770159144,6.0,1095.0,NAmes,1095.0,588.0,513.0,10382.0,1.0,_190,264.0,1958.0,1958.0
12.086725887897607,6.0,1573.0,Somerst,769.0,756.0,378.0,2117.0,2.0,_160,440.0,2000.0,2000.0
12.066810578196666,7.0,1555.0,Blmngtn,1555.0,1373.0,0.0,3684.0,3.0,_120,660.0,2007.0,2007.0
11.5843154610569,3.0,1605.0,OldTown,840.0,840.0,0.0,5790.0,1.0,_50,379.0,1950.0,1915.0
12.240474072247506,6.0,1848.0,BrkSide,1053.0,833.0,0.0,13053.0,2.0,_50,370.0,2000.0,1923.0
12.474189562487116,8.0,1872.0,CollgCr,1299.0,1299.0,990.0,11885.0,2.0,_60,531.0,2001.0,2001.0
12.310432660854415,6.0,1680.0,Crawfor,1680.0,880.0,808.0,21695.0,2.0,_20,540.0,2007.0,1988.0
11.786762130599955,6.0,848.0,CollgCr,848.0,848.0,659.0,4435.0,2.0,_120,420.0,2003.0,2003.0
12.141534124392605,7.0,1472.0,NWAmes,1472.0,1372.0,1036.0,14115.0,2.0,_80,588.0,1980.0,1980.0
11.951180395901384,6.0,1052.0,ClearCr,1052.0,1010.0,504.0,8816.0,2.0,_80,440.0,1971.0,1971.0
11.759785542901756,6.0,1484.0,OldTown,742.0,742.0,0.0,6300.0,0.0,_75,0.0,2001.0,1914.0
11.608235644774552,5.0,924.0,CollgCr,924.0,924.0,0.0,7990.0,1.0,_20,280.0,1975.0,1975.0
11.703545824578878,6.0,952.0,BrkSide,952.0,952.0,0.0,8854.0,1.0,_30,192.0,1950.0,1916.0
12.128111104060462,7.0,1221.0,Somerst,1221.0,1221.0,410.0,7500.0,2.0,_20,400.0,2005.0,2004.0
11.794337924408412,6.0,1412.0,BrkSide,825.0,780.0,0.0,6000.0,1.0,_50,280.0,1950.0,1939.0
12.491172637278908,7.0,2640.0,OldTown,1320.0,1240.0,0.0,11700.0,4.0,_70,864.0,2003.0,1880.0
12.144197241812089,7.0,1724.0,CollgCr,880.0,880.0,0.0,8924.0,2.0,_60,527.0,1999.0,1998.0
11.695247021764184,6.0,864.0,NAmes,864.0,864.0,414.0,7332.0,1.0,_20,288.0,1959.0,1959.0
11.512925464970229,5.0,968.0,OldTown,968.0,968.0,0.0,8520.0,2.0,_30,480.0,2006.0,1923.0
11.719939634354557,5.0,894.0,CollgCr,894.0,894.0,777.0,7200.0,2.0,_20,600.0,1972.0,1972.0
12.025749091398891,5.0,1486.0,Edwards,1486.0,1486.0,637.0,9937.0,2.0,_20,480.0,1999.0,1964.0
12.052338545588132,6.0,1279.0,Mitchel,1279.0,1196.0,641.0,10125.0,2.0,_20,473.0,1977.0,1977.0
